"Genotype","Year","Plot","Plant","TestingDate","Median.Number.of.Roots","Maximum.Number.of.Roots","Number.of.Root.Tips","Width:Depth","Solidity","ShallowAngleFrequency","MediumAngleFrequency","SteepAngleFrequency","TotalRL_cm","Depth_cm","MaxWidth_cm","AverageDiameter_cm","MedianDiameter_cm","MaxDiameter_cm","Perimeter_cm","NetworkArea_cm2","ConvexArea_cm2","LowerRootArea_cm2","SurfaceArea_cm2","Volume_cm3","Average.Root.Orientation.deg"
"LH252","2017","323","2","05FEB2018",4,20,41,0.579,0.232,0.143,0.31,0.547,316.064358869565,27.9731304347826,16.1897391304348,0.305197565217391,0.217534434782609,1.66372208695652,418.778634782609,63.1051850888469,272.033238480151,54.2973485671077,303.416438351592,43.7287493975958,58.128
"LH252","2017","353","2","03JAN2018",3,41,151,0.904,0.17,0.341,0.328,0.331,852.898273217391,35.140347826087,31.7720869565217,0.192222782608696,0.132521739130435,1.28787939130435,982.187829217391,92.106529610586,540.318938873346,84.3669268204159,511.551034704287,47.6136436705992,44.528
"LH252","2017","323","1","05FEB2018",5,60,212,0.631,0.273,0.258,0.346,0.396,1382.01793147826,38.7073913043478,24.4171304347826,0.202184,0.134354956521739,1.70513513043478,1546.73800269565,154.992311516068,567.002402793951,92.0443308204159,875.150984617391,88.8764540608714,49.506
"LH252","2017","353","1","21DEC2017",3,31,109,0.823,0.18,0.321,0.333,0.347,615.982523043478,31.076347826087,25.565652173913,0.226137304347826,0.160793043478261,1.48574539130435,658.987042173913,76.3258428355388,423.282646328922,65.4966675916824,434.701712459584,49.4125050074757,45.577
"M162W","2017","338","2","12MAR2018",15,46,140,0.813,0.484,0.307,0.335,0.358,2004.38412608696,32.3684347826087,26.3166086956522,0.282459043478261,0.221973913043478,2.05408695652174,1569.33724408696,269.078917905482,556.134627712665,262.224855145558,1774.2265972803,210.063684055239,46.382
"M162W","2017","338","1","10JAN2018",22,49,207,0.98,0.424,0.316,0.335,0.349,2082.73318695652,27.2111304347826,26.6589565217391,0.19747947826087,0.160793043478261,1.07887052173913,1920.80607765217,215.546858374291,508.650729754253,77.8941060567108,1279.28377352076,92.575073410954,45.941
"M162W","2017","303","2","07FEB2018",10,36,61,1.138,0.522,0.267,0.372,0.361,713.628549217391,16.6093913043478,18.9064347826087,0.27191252173913,0.200008434782609,1.72278260869565,591.673839565217,90.5822933761815,173.462303236295,85.9575084310019,608.552947048023,71.6403851238035,48.203
"M162W","2017","303","1","07FEB2018",20,46,139,1.461,0.38,0.308,0.335,0.357,1261.676928,19.215652173913,28.0725217391304,0.179832,0.139688956521739,1.45606052173913,1200.65859634783,118.343198888469,311.372387803403,114.829820952741,706.080302575274,50.5056502208367,46.709
"M37W","2017","299","2","29JAN2018",17,44,189,0.685,0.541,0.306,0.336,0.358,1897.60802573913,30.7892173913043,21.082,0.26478947826087,0.188710956521739,2.25286956521739,1579.2642046087,235.829761890359,435.982175780718,225.821854593573,1579.78641417535,195.531100463807,46.562
"M37W","2017","364","2","01FEB2018",10,27,58,0.838,0.491,0.31,0.333,0.357,590.775728695652,16.8744347826087,14.1466956521739,0.280482260869565,0.203630695652174,1.67700739130435,518.255901565217,80.2533915387524,163.47659237051,76.1622966049149,520.410351213316,64.5860608292373,46.666
"M37W","2017","299","1","21DEC2017",15,72,429,0.774,0.35,0.329,0.316,0.355,2827.83107721739,37.6361739130435,29.1326956521739,0.180295826086957,0.128789043478261,2.46840513043478,2892.87628069565,259.832396975425,742.048945803403,249.13408310775,1591.57022986616,155.818404035051,45.679
"M37W","2017","364","1","18JAN2018",5,46,159,0.515,0.357,0.328,0.312,0.361,1026.69169930435,31.1646956521739,16.0572173913043,0.226601130434783,0.159269043478261,1.83334991304348,956.876961130435,114.816161610586,321.871421625709,102.330059379962,728.392243316265,84.9581674579796,45.851
"Mo17","2017","300","1","12JAN2018",19,50,245,0.807,0.344,0.298,0.326,0.376,1614.87218852174,27.2332173913043,21.9875652173913,0.172223043478261,0.128789043478261,1.28104347826087,1607.35876913043,140.994656725898,410.10845473724,133.531899531191,866.591955574132,63.1162427405558,47.393
"Mo17","2017","300","2","16JAN2018",20,59,199,1.42,0.405,0.316,0.353,0.331,1493.54994991304,19.1493913043478,27.2000869565217,0.216860782608696,0.156176869565217,1.507744,1340.10084156522,155.666009784499,383.896847913043,148.651571712665,1012.75458001152,96.455976833854,45.17
"Mo17","2017","365","2","09MAR2018",10,51,170,1.066,0.412,0.326,0.343,0.332,1228.17074991304,24.3508695652174,25.9521739130435,0.26555147826087,0.188710956521739,1.67860869565217,1083.92512173913,160.528369716446,389.499861281663,153.96188489225,1023.56926122984,121.113230676121,45.139
"Mo17","2017","365","1","21DEC2017",15,59,153,1.14,0.474,0.323,0.364,0.312,1735.97522513043,23.0808695652174,26.3166086956522,0.217898869565217,0.159269043478261,1.47999173913043,1393.5782666087,176.443332703214,372.531421531191,56.6874895274102,1183.8638686234,109.991463919415,44.426
"Mo18W","2017","345","1","01MAR2018",16,43,165,1.085,0.532,0.326,0.354,0.321,2153.71198504348,26.5485217391304,28.8013913043478,0.295457217391304,0.234784347826087,1.7653,1459.11660556522,284.7393536862,534.755622967864,65.8562009905482,1998.94210735811,243.605818133686,44.851
"Mo18W","2017","345","2","01MAR2018",15,36,207,1.217,0.453,0.346,0.348,0.306,1893.926362,28.8897391304348,35.1624347826087,0.327052608695652,0.237887565217391,2.61951304347826,1450.72259026087,278.456422170132,615.207318884688,278.422151856333,1949.65718245111,304.051238703508,43.556
"Mo18W","2017","328","1","02MAR2018",14,44,172,0.898,0.524,0.333,0.346,0.32,1987.27115217391,28.9891304347826,26.0184347826087,0.286810173913043,0.217534434782609,2.75193539130435,1491.33825043478,260.135219712665,496.468425928166,257.586532816635,1789.79874370775,242.647238326089,44.352
"Mo18W","2017","328","2","06MAR2018",15,45,106,1.275,0.754,0.341,0.355,0.304,2133.07967547826,20.9273913043478,26.6920869565217,0.343728260869565,0.246943217391304,2.5865372173913,1202.00584547826,295.704390601134,392.030071478261,66.1445106767486,2322.08749679992,374.542988260243,43.697
"Ms71","2017","329","1","20DEC2017",16,34,101,1.443,0.546,0.307,0.375,0.318,1039.27780791304,15.7148695652174,22.6722608695652,0.253922695652174,0.200008434782609,1.39916452173913,834.215137565217,126.452701542533,231.404439928166,52.0547772854442,828.567847221013,84.2821361904524,45.198
"Ms71","2017","358","1","10JAN2018",17,43,129,1.24,0.4,0.307,0.332,0.361,1135.36428513043,19.9666086956522,24.7594782608696,0.22543052173913,0.168214260869565,1.28104347826087,1060.64200191304,125.846568234405,314.891802680529,122.645891667297,799.771626747834,76.132251169761,46.636
"Ms71","2017","358","2","11JAN2018",17,42,139,1.252,0.482,0.311,0.347,0.342,1236.02888043478,18.9837391304348,23.7655652173913,0.270101391304348,0.198782608695652,1.9577767826087,1049.95658634783,157.552340544423,326.771466706994,150.022262306238,1053.17836452143,127.776352707839,45.963
"Ms71","2017","329","2","09FEB2018",8,34,117,1.181,0.428,0.322,0.343,0.335,805.821946347826,19.0168695652174,22.4513913043478,0.282602608695652,0.209538956521739,1.961642,702.812456173913,108.761658200378,254.322742771267,47.9349001663516,714.824987079894,90.298141455655,45.182
"NC262","2017","315","2","06FEB2018",14,43,136,1.128,0.462,0.343,0.357,0.301,1100.41001991304,19.1714782608696,21.6341739130435,0.251261217391304,0.187418869565217,1.78958460869565,962.26230226087,130.148895137996,281.865403705104,123.92828437051,867.719835750223,95.6580185102665,43.489
"NC262","2017","377","1","12JAN2018",29,59,288,1.288,0.444,0.322,0.337,0.342,1899.81542930435,22.263652173913,28.6688695652174,0.183597826086957,0.139688956521739,2.00991304347826,1913.94950226087,183.407645867675,413.185099599244,178.175386071834,1090.92130763409,89.7110024208558,45.591
"NC262","2017","315","1","18JAN2018",17,45,176,0.908,0.374,0.313,0.303,0.384,1208.1628386087,21.9102608695652,19.8893043478261,0.165541739130435,0.128789043478261,1.14597069565217,1279.56885365217,107.315353391304,286.824964491493,54.9189705935728,621.5812606462,42.4297147794031,47.178
"NC262","2017","377","2","12FEB2018",16,43,93,0.884,0.572,0.312,0.346,0.341,1318.32724373913,20.5408695652174,18.1554782608696,0.247672086956522,0.188710956521739,1.94377365217391,1007.11790713043,151.912739652174,265.412238245747,146.82622015879,1025.34286473184,107.194133102801,45.665
"NC350","2017","301","1","03JAN2018",12,39,104,0.711,0.412,0.305,0.311,0.384,936.001385826087,21.7777391304348,15.494,0.169672,0.132521739130435,1.49312243478261,946.506660173913,85.447722268431,207.365705153119,83.1679536710775,494.756995605074,36.7961667523972,47.336
"NC350","2017","369","1","22FEB2018",14,40,146,0.799,0.503,0.34,0.333,0.327,1463.5450513913,25.9411304347826,20.7175652173913,0.245518608695652,0.178076086956522,1.95379008695652,1205.79141730435,171.028867039698,340.240431780718,156.419956688091,1122.58639583741,131.552818989298,44.381
"NC350","2017","301","2","06FEB2018",8,42,134,0.626,0.415,0.32,0.324,0.356,1448.85090843478,31.7610434782609,19.8782608695652,0.235712,0.172499130434783,1.84528791304348,1190.36379965217,162.104072400756,390.266735776938,159.946750049149,1070.07792508775,117.759212089416,46.003
"NC350","2017","369","2","23FEB2018",10,32,121,0.59,0.524,0.325,0.318,0.357,1022.10519921739,25.4773043478261,15.0191304347826,0.303276,0.203630695652174,1.89498356521739,831.595503043478,142.968309708885,273.050859470699,142.482549353497,971.297382726064,136.310527066611,45.701
"Oh43","2017","292","2","14FEB2018",11,29,111,0.52,0.49,0.327,0.298,0.376,736.926566695652,21.0709565217391,10.9661739130435,0.212863043478261,0.159269043478261,1.29938669565217,708.182446869565,80.8086681890359,164.755509258979,54.7015187448015,491.401816511433,44.9283807751492,46.594
