"Genotype","Plot.ID","Plant","Side","num_whorls","w1","w2","w3","w4","root_angle_deg","stalk_width_cm","single_root_width_cm","spread_width_cm","root_heightonstalk_cm"
"B104","1379","01","A",1,12,0,0,0,41.6034456253696,2.77512558427662,0.448437236019598,10.6245652418764,4.37172664301402
"B104","1262","02","A",2,7,5,0,0,32.6527045563148,2.55171217530825,0.378002197135052,8.352726904786,4.43337043407872
"B104","1379","02","A",2,9,2,0,0,28.6011715667699,2.24870254445501,0.203236343440239,5.87109148930162,3.27569165309561
"B104","1262","16","A",2,5,12,0,0,38.299416988989,2.76333842678714,0.377342379750199,10.7577909912304,4.93588891841616
"B104","1379","14","A",1,14,0,0,0,44.3090901485741,2.3968498558964,0.241111473015121,9.7423826443997,3.74797662758103
"B104","1262","09","A",2,6,10,0,0,41.9106543071217,2.20195858083159,0.328764649221384,8.33889869963076,3.41507465082678
"B104","1262","07","A",2,4,9,0,0,28.1949214269423,2.06959026982589,0.191959834405003,6.63739907219824,4.26018086262075
"B104","1262","01","A",2,10,4,0,0,33.1998401040297,2.47826858257939,0.348132365239869,8.31990167008794,4.45766491801617
"B104","1262","11","A",1,8,0,0,0,50.8108831514866,2.15757915269538,0.461898213825123,7.11211874516379,1.99614714985814
"B104","1262","05","A",1,13,0,0,0,50.1164947280053,3.09014638384131,0.445129805255918,10.4639247086078,2.89618475349309
"B104","1262","04","A",2,11,10,0,0,38.2101833787402,2.74656017774842,0.328029154343877,11.2880923571182,5.30985873204125
"B104","1379","10","A",1,14,0,0,0,45.6654169050843,2.55178288221611,0.312212809262,9.46709267286953,3.33176940156481
"B104","1379","09","A",1,12,0,0,0,40.985823032068,3.0764509428166,0.39759607366989,10.1176598545912,4.02222092189763
"B104","1379","13","A",2,5,10,0,0,35.0075120912491,2.76137537113718,0.182906919461568,9.1699657821508,4.51475894390669
"B104","1262","06","A",2,9,5,0,0,38.6323688058113,2.38141743818118,0.398149390601195,9.56265498652291,4.49292452830189
"B104","1262","10","A",2,3,5,0,0,50.0901139254592,2.34480616936538,0.335998985099414,7.34426796450923,2.06032507573311
"B104","1379","12","A",1,2,0,0,0,26.1327529372303,2.00593243589744,0.374845384615385,6.53234269230769,4.05423076923077
"B104","1262","14","A",1,12,0,0,0,44.5797850039052,2.60247169550173,0.365777577854671,8.87776581314879,3.19038062283737
"B104","1379","03","A",1,13,0,0,0,35.9503496192492,2.67416492459801,0.377815774596037,8.78547325102881,4.21613484268791
"B104","1379","11","A",1,13,0,0,0,41.6305488610674,2.37336465023833,0.305866260559103,8.40350985516315,3.38903509579108
"B104","1379","05","A",1,9,0,0,0,47.3054522667759,2.640409375,0.309959375,11.907440625,4.276328125
"B104","1262","13","A",2,1,14,0,0,41.4166334232401,2.12709349999232,0.317465872272469,6.49544262395774,2.44744560293598
"B73","1391","09","A",1,6,0,0,0,21.6290445979053,1.43721493027071,0.70792863002461,7.464989452713,7.40448845658034
"B73","1311","03","A",2,5,3,0,0,24.2584714267429,2.25800227272727,0.820477727272727,8.26163863636364,6.6675
"B73","1311","11","A",2,6,3,0,0,37.4855652449394,2.31757623143081,0.780138128746416,11.3645747545826,5.76470332725219
"B73","1311","09","A",2,3,6,0,0,36.3636679063444,2.0107479149852,0.587775856105154,5.72034474806872,2.46492947461471
"B73","1311","08","A",1,6,0,0,0,44.0712638345862,2.15419608695652,0.775031304347826,6.12984826086957,2.0154347826087
"B73","1391","05","A",1,6,0,0,0,17.1963917298131,1.81850110768898,0.424396984924623,10.0875344464257,13.4157345869131
"B73","1311","04","A",2,5,2,0,0,28.5943166009659,2.53817956737034,0.750294066545044,7.2823373295109,4.30284076101121
"B73","1311","02","A",2,7,3,0,0,19.9948095851453,1.98945478164521,0.694756428380392,6.84178351736522,6.72047529897222
"B73","1391","06","A",1,7,0,0,0,12.5113640703188,1.94539305555556,0.714304444444444,7.80150416666667,13.17625
"B73","1391","10","A",1,5,0,0,0,29.8110347344154,1.29175653035702,0.565430047901083,7.94457986266783,5.81372849760495
"B73","1391","11","A",1,5,0,0,0,21.6198138871647,1.81571066632886,0.397845774696547,10.2693117903126,10.354930096506
"B73","1391","04","A",1,4,0,0,0,14.923859188655,2.38738230323515,0.548764485755673,9.24789654756156,12.80118300338
"B73","1311","01","A",2,4,6,0,0,32.3629718323101,2.3778711667101,0.7255803144818,7.34268742941534,3.91668838502302
"B73","1391","01","A",1,5,0,0,0,20.9330589816652,2.43976017151974,0.391619216194655,9.7851929597128,9.59338851216593
"B73","1311","07","A",1,7,0,0,0,33.1894975864548,1.96934666666667,0.735118333333333,4.77393,2.143125
"B73","1391","12","A",1,5,0,0,0,26.5196094981373,1.93856507979261,0.370569883060624,9.9485756290261,8.0100105492335
"B73","1391","03","A",1,5,0,0,0,14.5472551385773,2.19281375,0.4139565,8.86031375,12.874625
"B73","1391","02","A",1,6,0,0,0,20.564101326218,2.35961953478903,0.607236728253677,9.92260625031812,10.1163027434214
"B73","1391","07","A",1,4,0,0,0,27.4699562618672,1.19193515109192,0.256547739969528,4.86035820848146,3.52732986287456
"B97","1373","01","A",1,7,0,0,0,41.6690821452578,2.36946406614374,0.704679033283867,7.45807971168115,2.86739453042188
"B97","1373","10","A",1,6,0,0,0,49.8736919249986,2.02765762599744,0.45849588621987,8.66986211601273,2.78289990490759
"B97","1373","03","A",1,6,0,0,0,41.9964041167422,1.90509921875,0.54488953125,4.76259921875,1.5875
"B97","1373","05","A",1,5,0,0,0,49.7098572418419,1.94666878800735,0.569533305048791,5.8680849007684,1.63142884080517
"B97","1373","07","A",1,8,0,0,0,41.7232778695294,2.06659479690011,0.542481134186278,6.30311413054533,2.3636677989545
"B97","1373","02","A",1,8,0,0,0,51.2561358143792,2.05246260334551,0.393746394924053,6.69195500865218,1.79475100942127
"B97","1302","09","A",2,1,4,0,0,37.8244073079093,1.46984430061957,0.527340903332796,5.00924131100721,2.28159476702674
"B97","1373","09","A",1,8,0,0,0,44.3872966778778,1.94041684681706,0.525810168112109,8.33579821460363,3.26229049568911
"B97","1302","02","A",2,9,0,0,0,40.5646484069652,1.97488175,0.41275,6.73738175,2.778125
"B97","1302","07","A",2,2,2,0,0,47.6160657849623,1.91863053477675,0.364926590159364,8.61588463504158,3.05359382985643
"B97","1302","10","A",2,5,0,0,0,26.2656304984706,2.30482020155749,0.756625916170408,10.6313776912506,7.21756184150252
"B97","1373","06","A",1,7,0,0,0,43.9505470333982,1.78473464108644,0.360084285406338,6.76727398146152,2.58708773442552
"B97","1302","06","A",2,0,7,0,0,33.6099259006327,2.26548528711719,0.580869549886281,7.68412806995892,4.07517763007105
"B97","1302","11","A",2,2,1,0,0,34.2424845392456,2.27410901740888,0.662450283627828,6.99406728825716,3.43646084631936
"B97","1373","12","A",1,7,0,0,0,32.9155314245619,2.43567085106383,0.460145319148936,6.08354319148936,2.7831914893617
"B97","1373","08","A",1,8,0,0,0,48.2313215858715,1.8005425,0.458611111111111,9.38526472222222,3.38666666666667
"B97","1302","04","A",2,2,0,0,0,35.2928505452177,1.60297449240348,0.295033220275984,9.30334154160665,5.4286112530781
"B97","1373","04","A",1,11,0,0,0,49.2832509684979,2.05132475075017,0.341785015971348,7.28818468686478,2.20661117026425
"B97","1373","11","A",2,8,8,0,0,34.4358751826654,2.40725157894737,0.510138947368421,10.3948831578947,5.79855263157895
"B97","1302","08","A",2,5,0,0,0,27.8253157730381,2.27856474498274,0.827780902467084,9.09692087434488,6.46120414163364
"B97","1302","05","A",2,1,6,0,0,37.9022802706264,1.98909897500304,0.527850342340882,6.72272130616213,3.03569258193899
"B97","1302","01","A",2,2,5,0,0,41.6953568070707,2.14629153575169,0.49579334475864,7.64805293725602,3.08340474150243
"CML103","1271","11","A",1,6,0,0,0,54.4085636713792,2.15982826086957,0.719924347826087,7.40548043478261,1.87739130434783
"CML103","1271","10","A",1,9,0,0,0,43.3335638360175,2.40434378109453,0.69786815920398,8.72275174129353,3.22238805970149
"CML103","1271","03","A",1,11,0,0,0,46.73772353455,2.21488,0.719924347826087,8.67531478260869,3.03695652173913
"CML103","1356","04","A",1,7,0,0,0,35.8768781160724,2.26467695467382,0.565861311578287,5.9960287531734,2.57209687081039
"CML103","1271","09","A",1,6,0,0,0,46.4456347981103,2.10118739130435,0.664927826086957,7.23640478260869,2.4295652173913
"CML103","1271","06","A",2,5,4,0,0,39.4751693582492,2.59803318564851,0.643329858396317,9.16262357744766,3.99943532273478
"CML103","1271","13","A",1,9,0,0,0,59.4570061261706,2.15629434782609,0.726274347826087,7.95412043478261,1.71173913043478
"CML103","1271","02","A",1,7,0,0,0,47.7316225521575,2.537100456621,0.974065353881278,7.67170852359208,2.32567541856925
"CML103","1271","05","A",1,6,0,0,0,54.7583866578351,1.52020254429455,0.536915331104193,5.32742034666974,1.34228832776048
"CML103","1356","08","A",1,5,0,0,0,52.6865167282743,2.11505131578947,0.695458684210526,8.13084078947368,2.10552631578947
"CML103","1271","01","A",2,10,3,0,0,41.7564138994175,2.33817923840933,0.724002761053802,7.25707328296967,2.75165854967979
"CML103","1356","01","A",1,7,0,0,0,48.4190101427264,2.27948717948718,0.417015897435897,6.44769230769231,1.79102564102564
"CML103","1356","02","A",1,8,0,0,0,39.0021553402958,1.85133744543144,0.348896249158395,4.71996025454466,1.79288925569576
"CML103","1356","09","A",1,9,0,0,0,48.6437890467078,2.48330788622527,0.865423087899543,6.43997645547945,1.76690924657534
"CML103","1271","04","A",1,10,0,0,0,44.5334789017314,2.33385638826006,0.722183565669804,7.78125302831725,2.7741371778069
"CML103","1271","07","A",1,9,0,0,0,59.3876850507159,2.563495,0.645390909090909,10.5875859090909,2.39568181818182
"CML103","1271","08","A",1,5,0,0,0,51.7707532112825,2.02315703703704,0.613268888888889,6.91500888888889,1.92851851851852
"CML103","1271","12","A",1,8,0,0,0,45.0174735505971,1.92624909535789,0.588847227487335,5.4714122755626,1.77258159010235
"CML228","1266","09","A",1,4,0,0,0,28.328662877062,2.56576285714286,0.654170952380952,6.67814380952381,3.81
"CML228","1266","01","A",1,8,0,0,0,23.2028746305232,2.83976461731493,0.956085319949812,8.83123262233375,6.85194479297365
"CML228","1266","13","A",1,6,0,0,0,36.0216340155166,2.54647095238095,0.573737619047619,7.74742333333333,3.56809523809524
"CML228","1376","03","A",3,7,6,1,0,43.5850962035564,2.71064581314879,0.692497162629758,12.0620644982699,4.9042214532872
"CML228","1266","07","A",2,3,2,0,0,34.6526803970331,2.39903512343166,0.664730004811429,5.92433213664458,2.56171582960139
"CML228","1266","10","A",2,4,2,0,0,44.6033357276951,2.71381681818182,0.808181818181818,8.48654409090909,2.8575
"CML228","1376","05","A",2,9,2,0,0,38.2339090648942,2.64809895240264,0.752318093828285,17.2541112502847,9.23721817353678
"CML228","1376","06","A",1,9,0,0,0,38.4121543791386,2.59461,0.652331764705882,12.5678452941176,6.23794117647059
"CML228","1266","02","A",1,5,0,0,0,26.2203853532512,2.73313391799005,0.662242237497037,8.93412941455321,6.29130125622185
"CML228","1266","05","A",1,5,0,0,0,50.5443069087545,2.2065335470178,0.574297223545718,7.21238099363278,2.06284922250617
"CML228","1376","07","A",2,6,2,0,0,25.8128581381283,2.68127867436714,0.824022777567874,10.0502536838128,7.55748367247801
"CML228","1376","10","A",2,10,1,0,0,33.7743831080112,2.50376764705882,0.672352941176471,10.8708264705882,6.25661764705882
"CML228","1266","03","A",1,5,0,0,0,22.5825775695065,2.72563002315761,0.644716886890978,7.80032466058212,5.85319892839304
"CML228","1266","08","A",2,6,2,0,0,48.5957038603544,2.49216333333333,0.669342916666667,7.36049666666667,2.143125
"CML228","1266","04","A",1,1,0,0,0,30.9291993838691,2.50372746673932,0.758493847341416,6.36741542932389,3.17168414839032
"CML228","1266","14","A",2,5,3,0,0,45.2828553257562,2.6737945,0.772541,8.1347945,2.69875
"CML228","1376","04","A",2,9,4,0,0,34.2685306768883,1.98891717314073,0.578862562024722,9.81944654863619,5.72374409113597
"CML228","1266","15","A",2,8,4,0,0,36.958425644118,2.90285714285714,1.01376238095238,7.13619047619048,2.78190476190476
"CML228","1376","08","A",1,9,0,0,0,29.1703066643419,2.39167143564629,0.686504429648379,11.7910551367413,8.42100918945689
"CML228","1376","09","A",2,5,5,0,0,40.8101222065596,2.27340446219746,0.704035161485297,10.8840264893701,4.98948834520274
"CML228","1266","06","A",2,4,2,0,0,31.4886792649797,2.44833390983512,0.450032668434606,6.7924670433145,3.53876013682309
"CML228","1266","11","A",2,6,7,0,0,38.3641789957258,2.03291366906475,0.682916866506795,4.92619904076739,1.8273381294964
"CML228","1266","12","A",1,1,0,0,0,39.847576765617,2.83216923441574,0.555079402702062,5.36073050485897,1.50509599431145
"CML247","1380","06","A",1,8,0,0,0,29.5923615259838,2.68351,0.504619558823529,9.89262764705882,6.34066176470588
"CML247","1315","01","A",1,7,0,0,0,34.390156312589,2.13189448441247,0.763065947242206,9.49200639488409,5.35511590727418
"CML247","1380","03","A",1,10,0,0,0,18.1765685412942,2.33327416037436,0.455140455254476,10.3449523073313,12.2015929765471
"CML247","1380","07","A",1,10,0,0,0,23.2736938073441,2.33997214449885,0.507898471070251,9.71668344658739,8.51891176176676
"CML247","1380","01","A",1,9,0,0,0,32.9418682725058,2.56005711781062,0.328220033695399,14.4934333694029,9.15008149903434
"CML247","1380","04","A",1,6,0,0,0,34.3661220487529,2.2632702515863,0.329611139915562,9.44372602029479,5.23640224180925
"CML247","1380","02","A",1,7,0,0,0,38.5309529594277,1.51877161340914,0.352318564987257,5.31557616153695,2.38389531464419
"CML247","1315","07","A",1,4,0,0,0,27.845271385401,1.57900413793103,0.69241275862069,3.68107310344828,1.99258620689655
"CML247","1380","08","A",1,8,0,0,0,32.3862930636568,2.45647920518212,0.362903230358882,11.8839337275434,7.43801069730027
"CML247","1315","04","A",1,8,0,0,0,34.1132507748923,1.46425879434984,0.625338918967968,4.11481382898279,1.95910589516349
"CML247","1380","05","A",1,11,0,0,0,20.1828307519534,2.2906517820727,0.174441827726394,10.0269129159156,10.4765350559817
"CML247","1315","06","A",1,6,0,0,0,27.6383704271693,1.94750525453315,0.529562537850451,5.88359588187097,3.75512094332229
"CML247","1315","03","A",1,6,0,0,0,30.5462402711925,2.437228303362,0.643329858396317,7.51237381634958,4.27525844844062
"CML247","1315","08","A",1,4,0,0,0,18.4057560105845,1.95443230769231,0.732692307692308,5.22712461538462,5.05557692307692
"CML247","1315","02","A",1,7,0,0,0,35.7025255594659,2.34749144855682,0.771742572735309,7.81426572889043,3.78281256005227
"CML277","1390","08","A",1,9,0,0,0,13.9476760710968,1.12358493315138,1.06597434818744,1.50669988405381,0.771442350116459
"CML277","1297","04","A",1,10,0,0,0,32.9100310923736,2.1283827027027,0.792445675675676,6.72784216216216,3.53540540540541
"CML277","1390","05","A",1,5,0,0,0,16.0916359307481,1.42872630597015,0.7747,5.19607705223881,6.46847014925373
"CML277","1390","01","A",1,8,0,0,0,19.4204609884232,2.09310941176471,0.301139411764706,9.93722705882353,10.9070588235294
"CML277","1264","08","A",1,10,0,0,0,34.2134648539889,2.01118208367822,0.473123643235308,7.02922022145523,3.68915056769377
"CML277","1297","06","A",1,11,0,0,0,80.4902103281864,2.14229368038568,0.423343387085283,5.2790642885981,0.0452418837722944
"CML277","1386","06","A",1,8,0,0,0,24.4414748105616,1.89562945945946,0.740959189189189,9.89319702702703,8.76986486486486
"CML277","1264","05","A",1,10,0,0,0,43.0014774045687,1.92840098658757,0.521966888057777,7.10814692416817,2.73318609749807
"CML277","1390","07","A",1,3,0,0,0,45.1216094746881,1.50200590909091,0.336607727272727,5.225415,1.84727272727273
"CML277","1390","09","A",1,5,0,0,0,35.3325957310868,2.09731197293587,0.40949965679545,8.1683553147676,4.20303000588351
"CML277","1390","11","A",1,5,0,0,0,16.3546862315664,1.86112340742118,0.429907932669953,8.38651167116154,11.1167813633405
"CML277","1264","04","A",2,3,10,0,0,35.1675849338825,2.18231118274672,0.393644597838084,9.10201895618354,4.81709560433785
"CML277","1386","07","A",1,8,0,0,0,29.7786037368446,1.93874758583081,0.413166253891073,9.15285315034878,6.3051282633887
"CML277","1297","10","A",1,9,0,0,0,23.0069686908308,1.8882126097663,0.414108627979371,4.92705477860893,3.56990196533941
"CML277","1264","03","A",1,9,0,0,0,35.4821747053878,2.52086389868266,0.51431335403182,7.62233910435194,3.30816186917855
"CML277","1297","09","A",1,8,0,0,0,17.9590152135856,1.45195816103138,0.620943809292143,2.8730235952323,2.30150814886889
"CML277","1386","04","A",1,7,0,0,0,15.0627389218469,1.84870401595934,0.592578193649512,6.64434369582255,8.8824898472938
"CML277","1390","06","A",1,5,0,0,0,20.0158849752128,1.7451834433604,0.531163755330957,8.16307209207221,8.81068528363615
"CML277","1386","05","A",1,7,0,0,0,25.556780091809,3.08337408641445,0.482597269991401,11.887651816423,8.88959049871023
"CML277","1264","02","A",2,3,8,0,0,32.5582603799477,2.25093967213115,0.335717213114754,7.51831672131148,4.13270491803279
"CML277","1390","12","A",1,8,0,0,0,12.5842727879259,1.71008229567801,0.397208593154407,5.28495963406767,7.63385264968626
"CML277","1386","02","A",1,5,0,0,0,14.1355645238948,2.00314988290398,0.545265036842406,8.13298366367739,12.2778031644485
"CML277","1264","09","A",1,7,0,0,0,19.3331172244516,2.10952247768033,0.351048589713202,5.13978241289405,4.29454057043533
"CML277","1264","10","A",2,9,9,0,0,31.8249080138761,2.00039906103286,0.330915492957746,9.82850749659246,6.30864758443132
"CML277","1386","01","A",1,4,0,0,0,16.661355035067,1.83571780147662,0.649808976913161,8.86812141099262,11.7206726825267
"CML277","1386","03","A",1,10,0,0,0,19.6737107245556,2.05329110855203,0.359213689718569,7.46715457502475,7.37670969957775
"CML277","1390","04","A",1,8,0,0,0,11.828426376171,2.18678380115706,0.613230126419541,7.0169745018213,11.4631990572102
"CML277","1390","03","A",1,8,0,0,0,13.6124621789037,1.49189108695652,0.410430869565217,6.3786302173913,9.77347826086956
"CML277","1297","07","A",1,9,0,0,0,27.9802258379857,1.8426598173516,0.73488322869102,5.01403538812785,2.92974695585997
"CML277","1297","03","A",1,10,0,0,0,39.0151258236129,1.18516398608105,1.27,3.73643833739759,1.39433104090747
"CML277","1264","01","A",2,10,2,0,0,21.3691269232352,2.35597905808925,0.307083815166252,8.51214044703534,7.8662062192089
"CML277","1390","10","A",1,6,0,0,0,25.8821002417034,1.74561018118442,0.352695798990596,6.51831269743292,4.89951345267056
"CML277","1297","05","A",2,4,11,0,0,22.0553828187124,1.27388956947847,0.380444347217361,3.18533514175709,2.25595029751488
"CML277","1297","11","A",1,9,0,0,0,34.8229024715545,2.14055454712861,0.518650987819956,6.41698629416252,3.07368531818062
"CML277","1297","08","A",1,11,0,0,0,22.0978943234815,1.69360547619048,0.705908333333333,3.93122452380952,2.35857142857143
"CML277","1297","01","A",2,9,10,0,0,21.1054534292901,2.21754201113092,0.491269789809261,5.61436483492732,4.39185173177717
"CML277","1390","02","A",1,4,0,0,0,12.3966727373758,1.52872189984956,0.390798624543305,7.2059194068343,12.9238125940254
"CML277","1264","07","A",1,10,0,0,0,29.0968869465928,2.19343253968254,0.44984126984127,7.19343253968254,4.42460317460317
"CML277","1264","06","A",2,3,10,0,0,34.2434464542824,2.23120262295082,0.382769672131148,8.26890754098361,4.43459016393443
"CML322","1269","01","A",1,5,0,0,0,59.592957908055,2.54274926106324,0.528704050622372,8.30562341284709,1.66541775946047
"CML333","1342","02","A",1,9,0,0,0,27.7904728143578,1.57453156241074,0.217984623440922,5.47413167666381,3.6879939065029
"CML333","1342","07","A",1,8,0,0,0,26.1018552643381,1.2397619047619,0.171056904761905,3.05404761904762,1.8747619047619
"CML333","1319","04","A",2,8,9,0,0,37.0388659602452,2.26946627072767,0.403264131605918,9.14461409087326,4.52224528946469
"CML333","1342","04","A",1,8,0,0,0,31.6086050916621,1.86657875407428,0.275012165450122,3.84885851351972,1.60331451131616
"CML333","1342","05","A",2,7,12,0,0,29.9050905009882,1.81095946221226,0.305563477512958,6.9851293542473,4.44116249066341
"CML333","1342","01","A",2,10,6,0,0,33.917026005701,2.024459375,0.36591875,8.295084375,4.62359375
"CML333","1319","01","A",2,2,8,0,0,50.2081633853283,2.00898491851131,0.527894916078813,9.94841571393822,3.29007540744344
"CML333","1319","02","A",1,6,0,0,0,46.1987284564612,1.24035081148564,0.203041448189763,4.03086267166043,1.33183520599251
"CML333","1342","03","A",1,11,0,0,0,35.6485302601318,2.40756425433404,0.373519585404993,6.98468260858128,3.20732381027543
"CML333","1342","08","A",1,14,0,0,0,34.2920324951743,1.87656199586467,0.36157097089364,5.05076844425257,2.35179841403286
"CML333","1342","06","A",1,12,0,0,0,31.1658054768394,1.80033307324685,0.235841217204721,5.33051936018726,2.910855359407
"CML52","1331","12","A",2,8,5,0,0,25.9457264538629,2.13061378378378,0.434168378378378,6.45547864864865,4.47932432432432
"CML52","1331","09","A",1,10,0,0,0,29.4289688378807,2.09992844863634,0.393633322492218,5.64032709194815,3.14210379593923
"CML52","1331","03","A",2,10,2,0,0,11.844521156977,2.35150181647721,0.53275108402672,5.81189089417555,8.2416793624751
"CML52","1331","10","A",1,12,0,0,0,38.1901458673539,2.22035076923077,0.452380512820513,5.80240205128205,2.26320512820513
"CML52","1331","08","A",1,11,0,0,0,27.3332582553092,1.93729840909091,0.410238863636364,4.53502568181818,2.51113636363636
"CML52","1331","07","A",1,11,0,0,0,35.6372640820909,1.93214666058117,0.417702505922497,4.94077503205755,2.09775923148812
"CML52","1331","11","A",1,8,0,0,0,33.8925227403727,2.69172764705882,0.560294117647059,5.90408058823529,2.39058823529412
"CML52","1331","01","A",0,0,0,0,0,19.8560329795976,2.87023628571429,0.405674285714286,5.99080771428571,4.318
"CML52","1331","02","A",2,9,3,0,0,26.4116353876481,2.38695986309894,0.339904791537026,6.21987834474176,3.85267579340386
"CML52","1331","05","A",1,10,0,0,0,34.8193419377222,2.42492410044978,0.448799975012494,6.39169071714143,2.85607196401799
"CML52","1331","06","A",0,0,0,0,0,29.5484369499033,2.56769032779562,0.443072259683904,5.70142498564166,2.75552530258876
"CML52","1331","16","A",2,9,5,0,0,17.0613379803084,2.437892,0.567944,5.55846342857143,5.08
"CML52","1331","14","A",2,9,1,0,0,14.1047080417281,2.46753423579411,0.446988824177554,5.36616480402959,5.78060234010179
"CML52","1353","16","A",2,4,0,0,0,17.6836227897596,2.5629860909038,0.532966885875575,9.32577489379037,10.6061223302101
"CML52","1353","06","A",2,4,0,0,0,20.4077235439991,1.68452209302326,0.564263953488372,6.20335930232558,6.11372093023256
"CML52","1353","12","A",2,6,0,0,0,23.1312107596108,2.51016520663983,0.4724788888012,8.32343961276406,6.79885828532344
"CML52","1353","07","A",2,6,0,0,0,24.4715631706128,2.35210558609229,0.472739358302442,7.77432212706123,5.95794452256168
"CML52","1353","11","A",2,3,5,0,0,37.0252463005732,2.22055006675567,0.48253525913339,9.1570714892584,4.5781041388518
"CML52","1353","15","A",2,7,0,0,0,23.7576089809361,2.09288389513109,0.454028963795256,7.0079900124844,5.58102372034956
"CML52","1353","05","A",2,6,0,0,0,34.8435868648963,2.18963220973783,0.564571285892634,5.45579950062422,2.39413233458177
"CML52","1353","13","A",2,5,0,0,0,21.28064567088,2.1845665926161,0.463852956733312,6.75242864699037,5.85761134031524
"CML52","1353","01","A",2,3,2,0,0,81.0622258268223,2.59057588235294,0.565262058823529,6.25116411764706,0.261470588235294
"CML52","1353","02","A",2,9,0,0,0,34.0825034987861,2.13537524709732,0.448890504646566,9.43605007838949,5.39615096225944
"CML52","1353","08","A",2,7,0,0,0,28.0505267078794,2.19664531660667,0.416984782560682,7.44191333348058,4.92269805861696
"CML52","1353","04","A",2,6,0,0,0,36.8025336878909,1.73992929969487,0.41076281908164,4.41785840093275,1.74853017786708
"CML52","1353","10","A",2,5,0,0,0,28.3146602770201,1.96428274841531,0.595015349956932,7.82664112021556,5.38551582481171
"CML52","1353","09","A",2,7,0,0,0,40.1621410083728,2.06454355601964,0.518738752749328,7.98976183599565,3.51280798027149
"CML52","1331","04","A",1,10,0,0,0,29.2213948074441,2.19908783508515,0.301693554958038,4.70845799722969,2.21186751405524
"CML52","1331","13","A",1,8,0,0,0,43.7405937633915,1.80999575530587,0.492271660424469,4.44195580524345,1.36354556803995
"CML52","1331","15","A",2,11,1,0,0,21.2204308513584,2.24485790697674,0.397362325581395,6.4978811627907,5.50825581395349
"CML69","1307","09","A",1,1,0,0,0,37.0319621956104,2.64929021841112,0.501864894940106,7.59561475856953,3.28369444262617
"CML69","1307","08","A",1,5,0,0,0,31.2231421886056,2.1557361260119,0.422894640592997,8.79806032380767,5.47333707207647
"CML69","1307","01","A",1,9,0,0,0,46.830550514586,2.67747490041012,0.466712725455321,13.1691769686457,4.91915212629908
"CML69","1307","13","A",1,5,0,0,0,47.670227916566,2.09707849528472,0.275216508717187,8.82943822570729,3.06418123397789
"CML69","1359","04","A",1,5,0,0,0,25.5145867973549,2.09190166666667,0.568113333333333,6.89975880952381,5.09511904761905
"CML69","1359","09","A",1,2,0,0,0,39.9664537963814,1.89274044122548,0.465327142254116,8.12832729777166,3.73853058141343
"CML69","1307","12","A",1,4,0,0,0,42.1751112274509,2.2678456956818,0.45356913913636,10.4892070262221,4.53537087045403
"CML69","1359","01","A",1,4,0,0,0,25.4336608568735,1.94371991820899,0.426928992118003,8.69112899561334,7.08034044635523
"CML69","1307","11","A",1,9,0,0,0,48.0705054547075,2.27666507760532,0.273373835920177,10.442962195122,3.66075388026608
"CML69","1359","06","A",1,2,0,0,0,28.2589194176083,2.22207290825935,0.369324532072716,6.05369595295746,3.53876013682309
"CML69","1359","13","A",1,4,0,0,0,14.2098867088176,2.53823885067673,0.493121810516974,9.51239017084535,13.7897992012425
"CML69","1307","10","A",2,7,4,0,0,32.4469206464935,2.18152421006032,0.44136207182779,7.87407027834652,4.47673067345471
"CML69","1307","06","A",1,8,0,0,0,41.9212638302232,1.82873726458784,1.97924193127034,9.23332557532002,4.09439048139264
"CML69","1359","07","A",1,2,0,0,0,25.3056856202986,1.98026341486097,0.272235655166,6.46831326141542,4.7685529619641
"CML69","1359","14","A",1,3,0,0,0,22.4649623998252,2.39911437148944,0.515422477241914,9.00985425140422,7.90214022854929
"CML69","1307","02","A",1,6,0,0,0,32.0320955982332,2.53691743369469,0.546809163428104,7.95738515033749,4.32944705802141
"CML69","1307","04","A",1,6,0,0,0,41.5273060136548,2.04395279205549,0.447294899945107,9.88678427067219,4.42842706721892
"CML69","1307","05","A",1,6,0,0,0,50.0235130669901,1.80256939118889,0.539416026646216,8.15496789405611,2.66742591596369
"CML69","1359","08","A",1,1,0,0,0,28.9948912459125,1.81163068408456,0.453327183885122,5.92760595333067,3.64105504587156
"CML69","1359","02","A",1,5,0,0,0,27.7910223074111,2.65437148217636,0.554514688769088,9.89307288574346,6.75612130999596
"CML69","1307","07","A",1,5,0,0,0,39.5812057523419,2.03202303750397,0.391148020497937,8.06496938914335,3.6716021949118
"CML69","1359","10","A",1,5,0,0,0,20.2760546431696,2.1441150363474,0.226756791225609,6.67925086085958,6.13863027675042
"CML69","1307","03","A",1,9,0,0,0,32.8856982443304,3.1687338182558,0.528038861619065,9.87096429207254,5.17605992014039
"CML69","1359","11","A",1,6,0,0,0,31.3592200632611,1.89045263761256,0.282775363792689,5.81201763955402,3.20535103452101
"F118","1309","03","A",2,5,10,0,0,42.3016814308725,2.39720196898479,0.61105148229024,8.08468115030164,3.12576335171546
"F118","1309","08","A",2,5,10,0,0,40.1492745178064,2.62840351910476,0.469833615548848,8.5656044320106,3.50622101155857
"F118","1309","06","A",2,11,3,0,0,29.812987238945,2.40410664572775,0.644246912698979,9.38461917338853,6.0966164608466
