"Genotype","Plot.ID","Plant","Side","num_whorls","w1","w2","w3","w4","root_angle_deg","stalk_width_cm","single_root_width_cm","spread_width_cm","root_heightonstalk_cm"
"A632","1395","06","A",1,6,0,0,0,26.6651747477591,2.76512617647059,0.462018529411765,12.5889497058824,9.80514705882353
"A632","1392","03","A",1,8,0,0,0,51.511698895693,1.75530759351421,0.408279820195858,9.07478102424145,2.91555626906406
"A632","1395","03","A",1,5,0,0,0,23.0626563951472,2.04457847716657,0.439555575710852,9.96372046619201,9.27259534714979
"A632","1321","04","A",2,7,9,0,0,41.6450815961215,1.93667865168539,0.475655430711611,8.62756504369538,3.71011235955056
"A632","1395","02","A",1,8,0,0,0,27.4467180863163,1.8288530332908,0.587049066233616,8.98834729149751,6.89432780419905
"A632","1282","05","A",1,9,0,0,0,21.251058148522,1.76603518042464,0.427504998571837,4.0030150909264,2.90202799200229
"A632","1282","08","A",2,5,6,0,0,28.8336608811947,1.87703113636364,0.494058863636364,6.87044022727273,4.51715909090909
"A632","1321","05","A",2,9,8,0,0,36.803352144727,2.19075,0.61071125,8.60425,4.28625
"A632","1392","05","A",1,8,0,0,0,32.578631751253,1.80953783142919,0.504796938995473,7.03846647984479,4.02435869799526
"A632","1392","02","A",1,5,0,0,0,26.7743864532701,2.1867622,0.82423,9.0193622,6.5405
"A632","1395","04","A",1,4,0,0,0,40.5683344490459,2.23952952980097,0.668645805087044,10.4013061988177,4.66633223059819
"A632","1392","04","A",1,6,0,0,0,35.0523025024301,2.19626761132513,0.858048005172274,8.79926860806552,4.75552921526899
"A632","1321","06","A",1,9,0,0,0,35.6025227621831,1.77771594027779,1.64183254385006,2.58173555631255,0.559140545161228
"A632","1321","03","A",1,6,0,0,0,56.0228625411816,1.47567196428571,0.245314107142857,4.10638625,0.827767857142857
"B104","1262","03","A",2,5,5,0,0,42.2828889056825,2.59113408575285,0.386842853450504,9.35673530340886,3.72016886361678
"B104","1379","06","A",1,13,0,0,0,43.4408181300049,2.8107683048758,0.223269202768421,10.5649689863035,4.08667333210379
"B104","1379","07","A",1,11,0,0,0,41.1953846117459,2.383837625,0.242316,8.559212625,3.52425
"B104","1379","08","A",2,10,8,0,0,34.4447811861789,3.03459689564167,0.432220764310317,10.7795385211803,5.6524818465117
"B104","1262","12","A",2,2,10,0,0,52.2737738608866,1.78688166529943,0.236794796671745,7.27513315949842,2.11158150709012
"B104","1262","15","A",2,12,1,0,0,32.1235883882812,2.97717533007668,0.462567263048048,9.52683428865262,5.14753255395411
"B104","1262","08","A",2,5,10,0,0,45.7958560805576,2.57541085779892,0.308263825726512,9.43034696646637,3.20023260321768
"B104","1379","04","A",1,13,0,0,0,43.9638120630306,2.76535602949181,0.231074768667425,10.884708793112,4.20421594339156
